4066;Które, z tych oznaczeń tramwaju, oprócz oznakowania liniowego, jest wymagane?;Numer taborowy.;Tablica rejestracyjna, jak samochody.;Numer taborowy, logo i nazwa miasta, w którym porusza się tramwaj.;A;;SPECJALISTYCZNY;1;PT;PD8
4067;W jakich miejscach motorniczy może wpuszczać lub wypuszczać pasażerów?;W każdym miejscu, w tym także na przystankach.;Na przystankach.;Wyłącznie na pętlach.;B;;SPECJALISTYCZNY;3;PT;PD7
4069;Czy kierując tramwajem, masz obowiązek posiadać przy sobie pozwolenie na kierowanie tym pojazdem?;Tak, zawsze.;Nie, ponieważ nie jest wymagane w komunikacji miejskiej.;Nie, o ile posiada odpowiedni dokument wydany przez pracodawcę.;A;;SPECJALISTYCZNY;1;PT;PD8
4071;Jak należy postąpić w przypadku wymiany przepalonego bezpiecznika topikowego - wysokiego napięcia?;Jedynie wyłączyć przetwornicę.;Opuścić pantograf (odbierak).;Jedynie założyć rękawice.;B;;SPECJALISTYCZNY;1;PT;PD9
4072;Co powinien zrobić motorniczy przed rozpoczęciem jazdy, bezpośrednio po zamknięciu drzwi?;Uważnie obserwować otoczenie dookoła i podać sygnał odjazdu dzwonkiem.;Wystarczy, że poda sygnał odjazdu dzwonkiem.;Wyłącznie sprawdzić sygnalizację zamknięcia drzwi.;A;;SPECJALISTYCZNY;3;PT;PD7
4073;Jaka pozycja motorniczego jest prawidłowa podczas ręcznego przestawiania zwrotnicy?;Pozycja motorniczego nie ma znaczenia.;Tyłem do tramwaju.;Przodem do tramwaju.;C;;SPECJALISTYCZNY;3;PT;PD7
4075;W jakim miejscu motorniczy może wypuścić pasażerów z powodu długotrwałych utrudnień w ruchu drogowym?;W dowolnie wybranym miejscu.;Jedynie na przystanku, bez względu na okoliczności.;W miejscu, w którym nie ma zagrożenia dla pasażerów i dla ruchu drogowego.;C;;SPECJALISTYCZNY;3;PT;PD7
4076;Co powinien zrobić motorniczy, aby bezpiecznie dokonać elektrycznego połączenia wagonów?;Wystarczy, że opuści pantografy.;Wystarczy, że odłączy akumulatory.;Opuścić pantografy i odłączyć akumulatory.;C;;SPECJALISTYCZNY;3;PT;PD7
4077;Jak powinien zachować się motorniczy przed wyjściem z kabiny na jezdnię, poza przystankiem, w celu ręcznego ustawienia zwrotnicy?;Wyłączyć przetwornicę.;Zaparkować tramwaj i upewnić się czy może bezpiecznie opuścić kabinę.;Wyłączyć wszystkie światła tramwaju i ustawić nawrotnik w położenie neutralne.;B;;SPECJALISTYCZNY;3;PT;PD7
4078;Co może być przyczyną przerwania jazdy w czasie rozruchu, jeżeli dzwoni dzwonek wewnętrzny i brak jest sygnalizacji zamkniętych drzwi?;Otwarcie okna, jeżeli wnętrze jest klimatyzowane.;Awaryjne otwarcie drzwi przez pasażera.;Przepalenie się bezpiecznika przetwornicy.;B;;SPECJALISTYCZNY;3;PT;PD7
4079;Jak powinieneś zachować się, gdy kierujesz tramwajem w czasie burzy z wyładowaniami atmosferycznymi i obawiasz się uderzenia pioruna?;Zatrzymać tramwaj, opuścić pantografy i wypuścić pasażerów.;Kontynuować jazdę, wnętrze tramwaju jest bezpieczne.;Zatrzymać tramwaj, opuścić pantografy i nie wypuszczać pasażerów.;B;;SPECJALISTYCZNY;3;PT;PD4
4080;Jak powinien zachować się motorniczy przejeżdżając przez miejsca z obniżoną siecią trakcyjną np. pod wiaduktem?;Zmniejszyć prędkość na całym odcinku obniżenia.;Zwiększyć prędkość na całym odcinku obniżenia.;Zawsze utrzymać stałą prędkość.;A;;SPECJALISTYCZNY;2;PT;PD6
4081;W jaki sposób powinien jechać motorniczy zbliżając się do skrzyżowania?;Na wybiegu lub hamując.;Na rozruchu, przyspieszając.;Z maksymalną dopuszczalną prędkością.;A;;SPECJALISTYCZNY;2;PT;PD6
4082;W jakiej sytuacji motorniczy może bezpiecznie przejechać przez zwrotnicę?;Gdy sygnalizator zwrotnicy wskazuje, że została przestawiona.;Bez zwracania na nią uwagi, jeśli ma opóźnienie względem rozkładu jazdy.;Gdy iglice zwrotnicy prawidłowo przylegają.;C;;SPECJALISTYCZNY;2;PT;PD6
4083;Jakiego zachowania wymaga od motorniczego przejazd tramwajem przez zwrotnice i krzyżownice?;Zwiększenia prędkości.;Zmniejszenia prędkości.;Bez zmiany prędkości.;B;;SPECJALISTYCZNY;2;PT;PD6
4084;Jaką zasadą techniki jazdy powinien kierować się motorniczy wjeżdżając w ostry łuk toru?;Zachowania dotychczasowej prędkości.;Zwiększania prędkości.;Zmniejszania prędkości.;C;;SPECJALISTYCZNY;2;PT;PD6
4085;Jaki wpływ na obsługę urządzeń sterujących ma ustawienie fotela motorniczego?;Nie ma żadnego wpływu.;Ma niewielki wpływ.;Ma kluczowy wpływ.;C;;SPECJALISTYCZNY;2;PT;PD6
4086;Jeśli wystąpi poślizg kół tramwaju w czasie rozruchu, należy go przerwać, a następnie:;ponowić rozruch łagodniej.;ponowić rozruch bardziej energicznie.;koniecznie zatrzymać tramwaj.;A;;SPECJALISTYCZNY;2;PT;PD6
4087;Co powinien zrobić motorniczy podczas nagłego pojawienia się pojazdu na torach bezpośrednio przed tramwajem?;Łagodnie hamować aby nie powodować zagrożenia dla pasażerów.;Zdecydowanie hamować starając się uniknąć zderzenia.;Zrezygnować z hamowania.;B;;SPECJALISTYCZNY;2;PT;PD6
4088;Jak należy prowadzić rozruch tramwaju?;W sposób nie powodujący poślizgu kół.;W sposób powodujący znaczne przyspieszenie.;W sposób nie powodujący dużego obciążenia baterii akumulatorów.;A;;SPECJALISTYCZNY;2;PT;PD6
4089;Które hamulce są wykorzystane do łagodnego zatrzymania tramwaju na przystanku?;Wszystkie rodzaje hamulców.;Hamulec elektrodynamiczny i w końcowej fazie hamulec postojowy.;Hamulec szynowy i hamulec elektrodynamiczny.;B;;SPECJALISTYCZNY;1;PT;PD9
4090;Jaki skutek może spowodować łuk elektryczny powstający przy przejeżdżaniu przez izolator z załączoną jazdą?;Spadek napięcia baterii.;Uszkodzenie pantografu (odbieraka).;Uszkodzenie odgromnika.;B;;SPECJALISTYCZNY;2;PT;PD6
4091;Kiedy motorniczy ma obowiązek dostosowania prędkości do warunków na drodze?;Zawsze.;Nie ma takiego obowiązku.;Tylko w okolicach przejść dla pieszych.;A;;SPECJALISTYCZNY;2;PT;PD6
4092;Co motorniczy powinien zrobić, gdy po wejściu pasażerów nie chcą się zamknąć drzwi i konieczna jest ich fachowa naprawa?;Poprosić wszystkich pasażerów o wyjście i pustym tramwajem wrócić do zajezdni.;Rozpocząć jazdę z otwartymi drzwiami, uprzedzając pasażerów o możliwych niedogodnościach.;Wyłączyć blokadę jazdy i kontynuować jazdę z pasażerami.;A;;SPECJALISTYCZNY;3;PT;PD7
4093;Co powinien zrobić motorniczy dojeżdżając do zanieczyszczonej zwrotnicy?;Jechać dalej nie zwracając uwagi na stan zanieczyszczenia.;Zatrzymać się i oczyścić zwrotnicę przed najechaniem na nią.;Wezwać służby oczyszczania miasta.;B;;SPECJALISTYCZNY;1;PT;PD9
4094;Co powinien zrobić motorniczy po ruszeniu tramwajem?;Wielokrotnie załączać jazdę, aż do osiągnięcia pożądanej prędkości.;Rozpędzić tramwaj do pożądanej prędkości i jak najdłużej jechać na wybiegu.;Puścić czuwak.;B;;SPECJALISTYCZNY;2;PT;PD6
4096;W jaki sposób motorniczy powinien przejeżdżać pod izolatorami sekcyjnymi umieszczonymi na sieci trakcyjnej?;Zawsze na rozruchu, gdyż inaczej tramwaj zatrzyma się pod izolatorem z powodu braku prądu.;Na wybiegu lub na hamowaniu.;Zawsze na hamowaniu, gdyż wtedy tramwaj poprzez izolator oddaje prąd do sieci trakcyjnej.;B;;SPECJALISTYCZNY;2;PT;PD6
4097;Co spowoduje wciśnięcie czuwaka podczas postoju tramwaju?;Opadnięcie hamulców szynowych.;Umożliwienie rozruchu tramwaju.;Włączenie oświetlenia tramwaju.;B;;SPECJALISTYCZNY;2;PT;PD6
4098;Jaka jest maksymalna dopuszczalna prędkość tramwaju na obszarze zabudowanym w godzinach 5:00 - 23:00 (jeżeli znaki drogowe nie wskazują inaczej)?;60 km/h;50 km/h;55 km/h;B;;SPECJALISTYCZNY;3;PT;PD1
4099;Z czym powinien liczyć się motorniczy holując uszkodzony tramwaj?;Ze zwiększonym prawdopodobieństwem wykolejenia tramwaju na ostrym łuku.;Z wydłużeniem drogi hamowania.;Ze skróceniem drogi hamowania.;B;;SPECJALISTYCZNY;3;PT;PD3
4101;Czy zmniejszenie prędkości tramwaju podczas przejeżdżania przez zwrotnicę jest konieczne?;"Tak, jest konieczne tylko na zwrotnicach eksploatowanych jednostronnie, oznakowanych znakiem BT-4 ""Z-Stop"".";Tak, jest obowiązkowe.;Nie, nie jest obowiązkowe, gdy mogłoby to spowodować opóźnienie zjazdu ze skrzyżowania.;B;;SPECJALISTYCZNY;3;PT;PD1
4104;Na jakim odcinku obowiązuje ograniczenie prędkości wynikające z tego znaku?;Do najbliższego przystanku tramwajowego.;Do najbliższego słupa trakcyjnego.;Do najbliższego skrzyżowania (rozwidlenia) torów.;C;184TRAM3org.jpg;SPECJALISTYCZNY;3;PT;PD1
4105;Na jakim odcinku obowiązuje ograniczenie prędkości wynikające z tego znaku?;Do najbliższego skrzyżowania dróg bez torowiska.;Do miejsca ustawienia znaku odwołującego.;Do najbliższego przystanku tramwajowego.;B;184TRAM3org.jpg;SPECJALISTYCZNY;3;PT;PD1
4106;Jak powinien zachować się motorniczy na odcinku za widocznym znakiem zakazu?;Może jechać z prędkością o 10 km/h większą od wartości wskazanej na znaku.;Powinien jechać z prędkością nie większą niż wartość wskazana na znaku.;Może jechać z prędkością dowolną, jeśli na torze nie ma żadnych przeszkód.;B;184TRAM3org.jpg;SPECJALISTYCZNY;3;PT;PD1
4107;Jaki skutek wywoła użycie piasecznic podczas rozruchu na śliskich szynach?;Ułatwi rozruch - zmniejszy poślizg kół.;Utrudni rozruch.;Nie wpłynie na rozruch.;A;;SPECJALISTYCZNY;2;PT;PD2
4108;W którego rodzaju gaśnicę powinien być wyposażony tramwaj?;Pianową.;Wodną.;Śniegową lub proszkową.;C;;SPECJALISTYCZNY;2;PT;PD2
4109;Czy jazda tramwajem bez osłony sprzęgów międzywagonowych od strony drzwi pasażerskich jest dozwolona?;Jest zabroniona.;Jest dozwolona w każdym przypadku. ;Jest dozwolona, o ile na sprzęgach znajduje się oznaczenie informujące o zakazie wchodzenia między wagony.;C;;SPECJALISTYCZNY;2;PT;PD2
4110;W której sytuacji powinieneś używać świateł awaryjnych, jeżeli tramwaj jest w nie wyposażony?;Do podziękowania za udzielenie pierwszeństwa.;W czasie każdego postoju na przystanku zlokalizowanym na jezdni (nie wydzielonym).;Do sygnalizowania obecności tramwaju unieruchomionego z powodu uszkodzenia.;C;;SPECJALISTYCZNY;2;PT;PD2
4111;W którym przypadku masz prawo wyjechać z zajezdni tramwajem z uszkodzonym zewnętrznym dzwonkiem ostrzegawczym?;Jeżeli będzie jeździć tylko w ciagu dnia.;W żadnym wypadku.;Jeśli usterka odnotowana jest w dokumentach tramwaju poświadczonych przez obsługę techniczną.;B;;SPECJALISTYCZNY;2;PT;PD2
4112;Które hamulce pełnią w tramwaju funkcję awaryjnych?;Hamulce elektrodynamiczne.;Hamulce szczękowe.;Hamulce szynowe.;C;;SPECJALISTYCZNY;2;PT;PD2
4113;"Do czego służy obwód blokady jazdy (""zielona linia"")?";Nie zezwala na wjazd tramwaju na tor zajęty przez tramwaj jadący z przeciwka.;Uniemożliwia jazdę tramwaju z otwartymi (niedomkniętymi) drzwiami.;Zezwala pasażerom na otwarcie drzwi przed zatrzymaniem tramwaju.;B;;SPECJALISTYCZNY;2;PT;PD2
4114;Jaki skutek wywoła użycie piasecznic podczas hamowania na śliskich szynach?;Wydłuży drogę hamowania.;Skróci drogę hamowania - zmniejszy poślizg kół.;Nie wpłynie na drogę hamowania.;B;;SPECJALISTYCZNY;2;PT;PD2
4115;W jaki sposób motorniczy może regulować siłę hamowania hamulców szynowych?;Tylko w ograniczonym zakresie.;W każdym zakresie.;Nie ma wpływu na regulowanie siły hamowania tych hamulców.;C;;SPECJALISTYCZNY;3;PT;PD3
4117;Jaki powinien być odstęp od poprzedzającego tramwaju podczas jazdy?;Wynosić minimum 10m.;Wynosić tyle, aby możliwe było bezkolizyjne zatrzymanie pojazdu.;Jest regulowany wewnętrznymi przepisami przedsiębiorstwa.;B;;SPECJALISTYCZNY;3;PT;PD3
4118;Które z wymienionych hamulców zostaną uruchomione, jeżeli puścisz czuwak podczas jazdy?;Wyłącznie hamulce szynowe.;Włącznie hamulce szczękowe.;Hamowanie awaryjne (hamulce: szynowy, szczękowy i minimalnie elektrodynamiczny).;C;;SPECJALISTYCZNY;3;PT;PD3
4119;Jak należy się zachować wjeżdżając na przystanek?;Hamować szybko i gwałtownie.;Hamować płynnie i zdecydowanie.;Hamować wykorzystując jednocześnie wszystkie 3 rodzaje hamulców.;B;;SPECJALISTYCZNY;3;PT;PD3
4120;W jaki sposób należy hamować po wyprowadzeniu tramwaju z poślizgu?;Z mniejszą siłą, tak aby nie dopuścić do kolejnego zablokowania kół. ;Zwalniając czuwak.;Za pomocą przeciwprądu, po uprzednim przestawieniu nawrotnika jazdy na jazdę do tyłu.;A;;SPECJALISTYCZNY;3;PT;PD3
4121;Co powinieneś założyć ustalając odstęp od poprzedzającego tramwaju?;że kierujący nim może gwałtownie zahamować.;że kierujący nim nie będzie gwałtownie hamował, ponieważ wiezie pasażerów.;że kierujący nim nie będzie gwałtownie hamował, ponieważ widzi w lusterku tramwaj jadący za nim.;A;;SPECJALISTYCZNY;3;PT;PD3
4122;Od czego może zależeć bezpieczny odstęp od poprzedzającego tramwaju?;Od czasu przejazdu zawartego w rozkładzie jazdy.;Od aktualnych warunków atmosferycznych.;Od liczby przystanków na danej trasie.;B;;SPECJALISTYCZNY;3;PT;PD3
4123;Do czego powinna być dostosowana w szczególności prędkość tramwaju, od której zależy możliwość bezpiecznego zatrzymania się?;Od stanu torowiska i widoczności drogi.;Od mocy i liczby silników tramwaju.;Od liczby równoległych torów.;A;;SPECJALISTYCZNY;3;PT;PD3
4124;Jak powinieneś zachować się, gdy kierując tramwajem, zbliżasz się do kałuży znajdującej się na torowisku?;Przejechać z jak największą prędkością.;Przejechać z jak najmniejszą prędkością.;Zatrzymać tramwaj przed każdą kałużą.;B;;SPECJALISTYCZNY;3;PT;PD4
4125;Jaki skutek wywołuje zalegająca na torach substancja, która powstała z wilgotnych liści?;Zmniejsza możliwość wystąpienia poślizgu.;Nie ma żadnego wpływu na możliwość wystąpienia poślizgu.;Zwiększa możliwość wystąpienia poślizgu.;C;;SPECJALISTYCZNY;3;PT;PD4
4126;Jaki wpływ na zachowanie tramwaju ma obecność liści na torowisku?;Nie ma wpływu na przyczepność.;Zmniejsza przyczepność.;Zwiększa przyczepność.;B;;SPECJALISTYCZNY;3;PT;PD4
4127;Jaki wpływ na stan torowiska ma początkowa faza opadów?;Powoduje poprawienie przyczepności między kołami a szynami.;Stwarza zagrożenie poślizgu podczas rozruchu i hamowania.;Nie ma żadnego wpływu na jazdę tramwajem.;B;;SPECJALISTYCZNY;3;PT;PD4
4128;Kiedy opady deszczu mają największy wpływ na rozruch i hamowanie tramwaju?;W początkowej fazie.;Kiedy długotrwały deszcz przechodzi w stan mżawki.;W końcowej fazie.;A;;SPECJALISTYCZNY;3;PT;PD4
4129;Co zwiększa ryzyko wystąpienia poślizgu tramwaju?;Nagrzanie szyn przez słońce.;Oddziaływanie piasku i kurzu pokrywających szyny.;Zaleganie mokrych liści na torowisku.;C;;SPECJALISTYCZNY;3;PT;PD4
4130;W której porze roku warunki do jazdy tramwajem są najtrudniejsze?;Wiosną.;Zimą.;Jesienią.;C;;SPECJALISTYCZNY;3;PT;PD4
4131;Jak powienien zachować się motorniczy, jeżeli główki szyn są zalane wodą na znaczynym odcinku?;Zatrzymać tramwaj.;Przejechać z małą prędkością.;Przejechać z dużą prędkością.;A;;SPECJALISTYCZNY;3;PT;PD4
4132;Jak powienien zachować się motorniczy, jeśli zauważy kamienie w rowkach szyn?;Przejechać z maksymalną prędkością, aby kamienie zostały odrzucone na boki.;Przejechać powoli, gdyż mała prędkość zapewnia, że tramwaj nie wykolei się.;Usunąć je przed przejechaniem takiego odcinka torów.;C;;SPECJALISTYCZNY;3;PT;PD4
4136;W jaki sposób powinno być ustawione wewnętrzne lusterko w tramwaju?;Aby widzieć tylko przestrzeń kabiny motorniczego.;Aby widzieć przestrzeń wagonu w pobliżu drzwi.;Aby widzieć obrys pojazdu.;B;;SPECJALISTYCZNY;3;PT;PD5
4138;W jakiej sytuacji motorniczy może rozpocząć jazdę, jeśli pasażerowie nie odsunęli się od krawędzi przystanku?;Jeśli ma opóźnienie względem rozkładu jazdy.;Pod warunkiem zachowania szczególnej ostrożności.;Wyłącznie wtedy, kiedy pasażerowie odsuną się na bezpieczną odległość.;B;;SPECJALISTYCZNY;3;PT;PD7
4141;Kiedy motorniczy może zwiększyć prędkość pokonując łuk drogi?;Przy wejściu w łuk.;Kiedy ostatni wagon opuści łuk.;Przy wyjściu z łuku pierwszego wagonu.;B;;SPECJALISTYCZNY;2;PT;PD6
4142;Co w tej sytuacji powinien zrobić motorniczy, bezpośrednio po zatrzymaniu tramwaju na przystanku?;Upewnić się w prawym lusterku zewnętrznym, czy pojazdy na jezdni zatrzymały się.;Włączyć prawy kierunkowskaz, aby zasygnalizować postój.;Natychmiast otworzyć drzwi i obserwować ruch pasażerów.;A;184.2org.jpg;SPECJALISTYCZNY;3;PT;PD7
4143;W jakiej sytuacji, podczas jazdy, motorniczemu wolno wyłączyć blokadę jazdy?;Na żądanie pasażera.;Przy dużym napełnieniu wagonu.;W każdej sytuacji jest zabronione.;C;;SPECJALISTYCZNY;1;PT;PD9
4144;W który z wymienionych systemów hamowania powinien być wyposażony każdy tramwaj liniowy?;Sieciowy.;Roboczy.;Ręczny.;B;;SPECJALISTYCZNY;2;PT;PD2
4145;Co należy sprawdzić w pierwszej kolejności jeśli po załączeniu jazdy tramwaj nie rusza?;Napięcie przetwornicy.;Ustawienie nawrotnika kierunku.;Sygnalizację zamknięcia drzwi.;C;;SPECJALISTYCZNY;1;PT;PD9
4146;Jakie napięcie powienien wskazywać woltomierz po włączeniu baterii?;Nie mniejsze niż 38 V.;Mniejsze niż wartość określona dla danego typu tramwaju.;Większe niż wartość określona dla danego typu tramwaju.;C;;SPECJALISTYCZNY;1;PT;PD9
4147;Co powienien zrobić motorniczy, jeśli po załączeniu jazdy nie nastąpi odhamowanie hamulców szczękowych?;Kontynuować jazdę bez podejmowania żadnych działań.;Odpiąć luzowniki.;Wezwać nadzór ruchu, bo nie jest to możliwe bez specjalistycznych narzędzi.;B;;SPECJALISTYCZNY;1;PT;PD9
4148;"Jaki skutek wywołuje wciśnięcie pedału lub wychylenie dźwigni hamulca elektordynamicznego ""za ogranicznik""?";Włączenie się hamulców szynowych.;Zwiększenie efektywności działania hamulców elektrodynamicznych.;Uszkodzenie układu hamulcowego.;A;;SPECJALISTYCZNY;1;PT;PD9
4149;Czym najczęściej spowodowany jest zanik rozruchu?;"Brakiem zasilania tramwaju (np. zanik w sieci lub zatrzymanie tramwaju ""na izolatorze"").";Uszkodzeniem oświetlenia wewnętrznego wagonu.;Czynnikami atmosferycznymi.;A;;SPECJALISTYCZNY;1;PT;PD9
4160;Która z tych czynności zwiększy bezpieczeństwo jazdy, gdy kierujesz samochodem osobowym podczas mgły ograniczającej widoczność do 40 metrów?;Włączenie świateł drogowych.;Zmniejszenie odstępu od poprzedzającego pojazdu.;Włączenie świateł przeciwmgłowych tylnych.;C;;SPECJALISTYCZNY;3;B;B4
4167;Co zrobisz, by zmniejszyć efekt wewnętrznego zaparowania przedniej szyby podczas jazdy w deszczu?;Włączę wycieraczkę przedniej szyby.;Włączę klimatyzację z nadmuchem powietrza na przednią szybę.;Skieruję nadmuch powietrza na nogi.;B;;SPECJALISTYCZNY;3;PT;PD4
4169;Jak motorniczy powinien ustawić  prawe zewnętrzne lusterko?;Aby widać było cały peron i pasażerów.;Aby był widoczny bok tramwaju oraz przestrzeń za pojazdem.;Może je złożyć, ponieważ podczas jazdy nie jest przydatne.;B;;SPECJALISTYCZNY;3;PT;PD5
4170;Z jaką dopuszczalną prędkością możesz jechać w strefie zamieszkania?;40 km/h;30 km/h;20 km/h;C;;SPECJALISTYCZNY;3;PT;PD1
4171;Jaka jest dopuszczalna prędkość tramwaju na obszarze zabudowanym w godzinach 23:00-5:00 (jeżeli znaki drogowe nie wskazują inaczej)?;60 km/h;50 km/h;55 km/h;A;;SPECJALISTYCZNY;3;PT;PD1
